id,hotelName,location,price,link,description,rating,reviews,star
11,Manggar Indonesia Hotel,Kuta,367449,https://www.booking.com/hotel/id/manggar-indonesia.en-gb.html?label=gen173nr-10CAEoggI46AdIM1gEaGiIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AsPk9cQGwAIB0gIkZjAzODQyMmMtYTE1Zi00MDJiLTk4YTQtZGMyYjkyNmRjZmE32AIB4AIB&sid=ac81507b73df4bb67ba0d6a194114c67&aid=304142&ucfs=1&arphpl=1&checkin=2025-08-30&checkout=2025-08-31&dest_id=835&dest_type=region&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&nflt=ht_id%3D204%3Bht_id%3D213&srpvid=ab302af6159c052e&srepoch=1755151802&all_sr_blocks=78157504_0_1_0_0&highlighted_blocks=78157504_0_1_0_0&matching_block_id=78157504_0_1_0_0&sr_pri_blocks=78157504_0_1_0_0__36744912&from=searchresults,"Just 5 minutes’ walk from Segara Beach, Manggar Indonesia Hotel has an outdoor swimming pool and provides free WiFi throughout the hotel. Rooms at the hotel are air-conditioned and are fitted with a flat-screen TV, safety deposit box and fridge. The en suite bathroom comes with a shower and free toiletries. Rooms feature a terrace or balcony. Manggar Indonesia Hotel is 5 minutes’ drive to central Kuta and also Ngurah Rai International Airport. The on-site restaurant serves Indonesian, Chinese and European specialties at the hotel with room service possible. Solo travellers particularly like the location — they rated it 8.4 for a one-person stay.",6.9,3433.0,3.0
12,Guru Canggu,Canggu,1500000,https://www.booking.com/hotel/id/guru-canggu-boutique-hostel.en-gb.html?label=gen173nr-10CAEoggI46AdIM1gEaGiIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AsPk9cQGwAIB0gIkZjAzODQyMmMtYTE1Zi00MDJiLTk4YTQtZGMyYjkyNmRjZmE32AIB4AIB&sid=ac81507b73df4bb67ba0d6a194114c67&aid=304142&ucfs=1&arphpl=1&checkin=2025-08-30&checkout=2025-08-31&dest_id=835&dest_type=region&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&nflt=ht_id%3D204%3Bht_id%3D213&srpvid=ab302af6159c052e&srepoch=1755151802&all_sr_blocks=676235108_403298625_2_0_0_396419&highlighted_blocks=676235108_403298625_2_0_0_396419&matching_block_id=676235108_403298625_2_0_0_396419&sr_pri_blocks=676235108_403298625_2_0_0_396419_150000000&from=searchresults,"Elegant Accommodation: Guru Canggu in Canggu offers a 4-star adults-only hotel with a spa, sun terrace, garden, bar, outdoor swimming pool, and free WiFi. Private check-in and check-out, a lounge, and beauty services enhance the guest experience. Comfortable Amenities: Rooms feature air-conditioning, private bathrooms with walk-in showers, garden or pool views, and modern amenities such as minibars and flat-screen TVs. Additional facilities include a hot tub, balcony, and outdoor dining area. Prime Location: Located 15 km from Ngurah Rai International Airport, Guru Canggu is a 9-minute walk from Berawa Beach. Nearby attractions include Petitenget Temple (6 km) and Ubung Bus Station (10 km). Surfing and yoga classes are available. Highly rated for excellent service and beach access. Solo travellers particularly like the location — they rated it 9.6 for a one-person stay.",9.3,714.0,4.0
13,Dream of Aventus Hotel Kuta,"Raya Kuta, Kuta (Raya Kuta)",805182,https://www.booking.com/hotel/id/dream-of-aventus-kuta-kabupaten-badung.en-gb.html?label=gen173nr-10CAEoggI46AdIM1gEaGiIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AsPk9cQGwAIB0gIkZjAzODQyMmMtYTE1Zi00MDJiLTk4YTQtZGMyYjkyNmRjZmE32AIB4AIB&sid=ac81507b73df4bb67ba0d6a194114c67&aid=304142&ucfs=1&arphpl=1&checkin=2025-08-30&checkout=2025-08-31&dest_id=835&dest_type=region&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&nflt=ht_id%3D204%3Bht_id%3D213&srpvid=ab302af6159c052e&srepoch=1755151802&all_sr_blocks=919920201_0_1_0_0&highlighted_blocks=919920201_0_1_0_0&matching_block_id=919920201_0_1_0_0&sr_pri_blocks=919920201_0_1_0_0__80518159&from=searchresults,"Get the celebrity treatment with world-class service at Dream of Aventus Hotel Kuta Elegant Accommodation: Dream of Aventus Hotel Kuta in Kuta offers a 5-star experience with spa facilities, an indoor swimming pool, and free WiFi. Guests enjoy a modern restaurant, bar, and wellness packages. Comfortable Amenities: Rooms feature air-conditioning, private bathrooms, work desks, and city views. Additional amenities include bathrobes, tea and coffee makers, and free toiletries. Dining Options: The restaurant serves Chinese and international cuisines in a contemporary setting. Breakfast includes local specialities and fruits. Prime Location: Located 5 km from Ngurah Rai International Airport, the hotel is near Kuta Square (1.8 km) and Kuta Beach (2.1 km). Guests appreciate the attentive staff and excellent service. Solo travellers particularly like the location — they rated it 8.2 for a one-person stay.",8.0,408.0,5.0
14,MAMAKA by Ovolo,"Downtown Kuta, Kuta",1842590,https://www.booking.com/hotel/id/mamaka-by-ovolo-hotels.en-gb.html?label=gen173nr-10CAEoggI46AdIM1gEaGiIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AsPk9cQGwAIB0gIkZjAzODQyMmMtYTE1Zi00MDJiLTk4YTQtZGMyYjkyNmRjZmE32AIB4AIB&sid=ac81507b73df4bb67ba0d6a194114c67&aid=304142&ucfs=1&arphpl=1&checkin=2025-08-30&checkout=2025-08-31&dest_id=835&dest_type=region&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&nflt=ht_id%3D204%3Bht_id%3D213&srpvid=ab302af6159c052e&srepoch=1755151802&all_sr_blocks=667549602_0_1_0_0&highlighted_blocks=667549602_0_1_0_0&matching_block_id=667549602_0_1_0_0&sr_pri_blocks=667549602_0_1_0_0__184258973&from=searchresults,"Get the celebrity treatment with world-class service at MAMAKA by Ovolo Located in Kuta, a few steps away from Kuta Beach and 500 metres from Beachwalk Mall, MAMAKA by Ovolo provides accommodation with a restaurant, free private parking, rooftop pool with beach views and 24-hour fitness centre. Popular points of interest nearby include Discovery Shopping Mall, Waterbom Bali and Dewa Ruci Roundabout. The urban accommodation offers a free WiFi throughout, 24-hour front desk and room service for guests. Guest rooms in the hotel are equipped with a Smart TV. All units at MAMAKA by Ovolo include air conditioning and a wardrobe. A à la carte breakfast is available daily at the accommodation. Popular points of interest near MAMAKA by Ovolo include Kuta Square, Kuta Art Market and Kuta Center. The nearest airport is Ngurah Rai International Airport, 3 km from the hotel. Solo travellers particularly like the location — they rated it 9.3 for a one-person stay.",8.5,3719.0,5.0
15,Bali True Living,"Imam Bonjol, Denpasar (Imam Bonjol)",436437,https://www.booking.com/hotel/id/bali-true-living.en-gb.html?label=gen173nr-10CAEoggI46AdIM1gEaGiIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AsPk9cQGwAIB0gIkZjAzODQyMmMtYTE1Zi00MDJiLTk4YTQtZGMyYjkyNmRjZmE32AIB4AIB&sid=ac81507b73df4bb67ba0d6a194114c67&aid=304142&ucfs=1&arphpl=1&checkin=2025-08-30&checkout=2025-08-31&dest_id=835&dest_type=region&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&nflt=ht_id%3D204%3Bht_id%3D213&srpvid=ab302af6159c052e&srepoch=1755151802&all_sr_blocks=138841708_0_1_0_0&highlighted_blocks=138841708_0_1_0_0&matching_block_id=138841708_0_1_0_0&sr_pri_blocks=138841708_0_1_0_0__43643692&from=searchresults,"Reliable info:Guests say the description and photos for this property are accurate. Comfortable Accommodations: Bali True Living in Denpasar offers spacious apartments with air-conditioning, private bathrooms, and modern amenities. Each unit includes a sofa bed, work desk, and free WiFi, ensuring a pleasant stay. Exceptional Facilities: Guests can relax on the terrace or balcony and enjoy city views. The aparthotel provides free WiFi, a 24-hour front desk, housekeeping, and full-day security. Additional services include bicycle parking, express check-in and check-out, and room service. Convenient Location: Located 6 km from Ngurah Rai International Airport, the aparthotel is close to attractions such as Kuta Square and Waterbom Bali. Free on-site private parking is available for guests. Solo travellers particularly like the location — they rated it 9.0 for a one-person stay.",8.1,157.0,2.0
16,Amnaya Resort Kuta,"Kartika Plaza, Kuta (Kartika Plaza)",2240808,https://www.booking.com/hotel/id/amnaya-resort-kuta.en-gb.html?label=gen173nr-10CAEoggI46AdIM1gEaGiIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AsPk9cQGwAIB0gIkZjAzODQyMmMtYTE1Zi00MDJiLTk4YTQtZGMyYjkyNmRjZmE32AIB4AIB&sid=ac81507b73df4bb67ba0d6a194114c67&aid=304142&ucfs=1&arphpl=1&checkin=2025-08-30&checkout=2025-08-31&dest_id=835&dest_type=region&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&nflt=ht_id%3D204%3Bht_id%3D213&srpvid=ab302af6159c052e&srepoch=1755151802&all_sr_blocks=134937601_0_1_1_0&highlighted_blocks=134937601_0_1_1_0&matching_block_id=134937601_0_1_1_0&sr_pri_blocks=134937601_0_1_1_0__224080806&from=searchresults,"Boasting an à la carte restaurant, Amnaya Resort Kuta provides comfortable accommodations with free in-room WiFi access in Kuta. The property offers an outdoor swimming pool, a fitness centre and a fragrant garden. Featuring a rustic yet modern style, each room at Amnaya Resort Kuta is air-conditioned. All of them are equipped with a comfortable seating area, a flat-screen TV with English and Mandarin cable channels, a safe and a minibar. Some units also include a bath and a coffee machines. Private bathrooms offer free toiletries, a hairdryer, and slippers. At Amnaya Resort Kuta guests will find a shared lounge and a library. A 24-hour front desk provides helpful information for getting around the area. Guests can request a daily breakfast and enjoy daily afternoon tea at Sukun Restaurant. Massage treatments at Bhava Spa and barbecue facilities are available for an additional cost. Housekeeping services are provided. The hotel is 100 metres from Waterbom Bali, 100 metres from Discovery Shopping Mall and 300 metres from Kuta Center. Bali Denpasar International Airport is 2 km away. Airport shuttles can also be arranged for a surcharge. Amnaya Resort Kuta offers free parking. Show me more",9.2,7932.0,4.0
17,Amandaya Canggu,Canggu,947206,https://www.booking.com/hotel/id/amandaya-canggu.en-gb.html?label=gen173nr-10CAEoggI46AdIM1gEaGiIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AsPk9cQGwAIB0gIkZjAzODQyMmMtYTE1Zi00MDJiLTk4YTQtZGMyYjkyNmRjZmE32AIB4AIB&sid=ac81507b73df4bb67ba0d6a194114c67&aid=304142&ucfs=1&arphpl=1&checkin=2025-08-30&checkout=2025-08-31&dest_id=835&dest_type=region&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&nflt=ht_id%3D204%3Bht_id%3D213&srpvid=ab302af6159c052e&srepoch=1755151802&all_sr_blocks=1002290901_0_1_1_0&highlighted_blocks=1002290901_0_1_1_0&matching_block_id=1002290901_0_1_1_0&sr_pri_blocks=1002290901_0_1_1_0__94720578&from=searchresults,"Comfortable Accommodations: Amandaya Canggu in Canggu offers family rooms with garden or pool views. Each room includes air-conditioning, a private bathroom, and modern amenities such as a minibar and free WiFi. Exceptional Facilities: Guests can relax on the sun terrace or in the lush garden. The hotel features a year-round outdoor swimming pool, outdoor seating areas, and a fitness centre. Free WiFi is available throughout the property. Delicious Breakfast: A variety of breakfast options are provided, including continental, American, and full English/Irish. Specialties include local specialities, warm dishes, fresh pastries, and vegetarian, vegan, and gluten-free choices. Prime Location: Located 16 km from Ngurah Rai International Airport, Amandaya Canggu is an 18-minute walk from Berawa Beach. Nearby attractions include Petitenget Temple (6 km) and Ubud Bus Station (10 km). Surfing is available in the surroundings. Solo travellers particularly like the location — they rated it 9.1 for a one-person stay.",9.1,1208.0,4.0
18,Watermark Hotel & Spa Bali,"Jimbaran Bay, Jimbaran",834007,https://www.booking.com/hotel/id/watermark-amp-spa-bali.en-gb.html?label=gen173nr-10CAEoggI46AdIM1gEaGiIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AsPk9cQGwAIB0gIkZjAzODQyMmMtYTE1Zi00MDJiLTk4YTQtZGMyYjkyNmRjZmE32AIB4AIB&sid=ac81507b73df4bb67ba0d6a194114c67&aid=304142&ucfs=1&arphpl=1&checkin=2025-08-30&checkout=2025-08-31&dest_id=835&dest_type=region&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&nflt=ht_id%3D204%3Bht_id%3D213&srpvid=ab302af6159c052e&srepoch=1755151802&all_sr_blocks=136232901_0_1_0_0&highlighted_blocks=136232901_0_1_0_0&matching_block_id=136232901_0_1_0_0&sr_pri_blocks=136232901_0_1_0_0__83400748&from=searchresults,"Featuring an outdoor rooftop pool, Watermark Hotel & Spa Bali is within walking distance of the sandy coastlines of Kedonganan Beach. It offers modern accommodation with free Wi-Fi access. All rooms at Watermark Hotel & Spa Bali showcase contemporary designs and are air-conditioned. Each room is equipped with a seating area, a flat-screen cable TV, a personal safe, a wardrobe, an electric kettle, and an en suite bathroom with a shower and bathtub, along with slippers, bathrobes, and complimentary toiletries. Towels and bed linens are also provided. Guests staying at this hotel will find a 24-hour front desk with staff available to assist with laundry and dry cleaning requests. Relaxing treatments at the on-site spa are available at an additional charge. Other facilities include a fitness centre and a kids' club, where children can enjoy a variety of fun activities. The hotel also boasts two on-site dining options. W Senses Restaurant serves a wide range of international dishes, while Nishiazabu Imadoki offers a selection of Japanese cuisine. Alternatively, guests can order from room service and enjoy their meals in the comfort of their rooms. The property is a 15-minute drive from the renowned Jimbaran Bay and approximately a 15-minute drive from the iconic Kuta Beach. Garuda Wisnu Kencana Cultural Park can be reached within 25 minutes by car. Bali Denpasar International Airport is about a 10-minute drive away. An airport shuttle service is available for an additional charge, while a complimentary shuttle service to nearby areas is also provided. Show me more",7.9,598.0,4.0
19,Jukung Cottage,Nusa Penida,1067200,https://www.booking.com/hotel/id/the-jukung-cottage.en-gb.html?label=gen173nr-10CAEoggI46AdIM1gEaGiIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AsPk9cQGwAIB0gIkZjAzODQyMmMtYTE1Zi00MDJiLTk4YTQtZGMyYjkyNmRjZmE32AIB4AIB&sid=ac81507b73df4bb67ba0d6a194114c67&aid=304142&ucfs=1&arphpl=1&checkin=2025-08-30&checkout=2025-08-31&dest_id=835&dest_type=region&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&nflt=ht_id%3D204%3Bht_id%3D213&srpvid=ab302af6159c052e&srepoch=1755151802&all_sr_blocks=502084013_416811875_2_41_0_1144725&highlighted_blocks=502084013_416811875_2_41_0_1144725&matching_block_id=502084013_416811875_2_41_0_1144725&sr_pri_blocks=502084013_416811875_2_41_0_1144725_106720000&from=searchresults,"Comfortable Accommodations: Jukung Cottage in Nusa Penida offers comfortable rooms with air-conditioning, private bathrooms, and garden views. Each room includes a work desk, minibar, and free WiFi, ensuring a pleasant stay. Leisure Facilities: Guests can relax on the sun terrace, enjoy the year-round outdoor swimming pool, and take yoga classes. The property features a garden, outdoor seating area, and picnic spots, providing ample opportunities for leisure. Dining Options: Breakfast options include continental, American, and Asian styles with warm dishes, juice, and fruits. The on-site restaurant serves a variety of cuisines, catering to diverse preferences. Convenient Location: Located 17 minutes from Batununggul Rastafara Beach, Jukung Cottage is close to attractions such as Giri Putri Cave (3.8 km) and Dalem Ped Temple (7 km). Free on-site private parking and a restaurant enhance the guest experience. Solo travellers particularly like the location — they rated it 8.7 for a one-person stay.",8.2,530.0,3.0
20,Anumana Village Ubud,Ubud,1293764,https://www.booking.com/hotel/id/anumana-village-ubud.en-gb.html?label=gen173nr-10CAEoggI46AdIM1gEaGiIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AsPk9cQGwAIB0gIkZjAzODQyMmMtYTE1Zi00MDJiLTk4YTQtZGMyYjkyNmRjZmE32AIB4AIB&sid=ac81507b73df4bb67ba0d6a194114c67&aid=304142&ucfs=1&arphpl=1&checkin=2025-08-30&checkout=2025-08-31&dest_id=835&dest_type=region&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&nflt=ht_id%3D204%3Bht_id%3D213&srpvid=ab302af6159c052e&srepoch=1755151802&all_sr_blocks=922938801_0_1_0_0&highlighted_blocks=922938801_0_1_0_0&matching_block_id=922938801_0_1_0_0&sr_pri_blocks=922938801_0_1_0_0__129376422&from=searchresults,"Comfortable Accommodations: Anumana Village Ubud in Ubud offers family rooms with garden views, private bathrooms, and modern amenities. Each room includes air-conditioning, a minibar, and free WiFi. Exceptional Facilities: Guests enjoy spa facilities, a swimming pool with a view, sun terrace, and open-air bath. Additional amenities include a hot tub, yoga classes, and cycling. Dining Experience: The family-friendly restaurant serves Indonesian, local, and international cuisines. Breakfast options include continental, American, and vegetarian. Prime Location: Located 39 km from Ngurah Rai International Airport, the hotel is near Ubud Palace (6 km) and Monkey Forest Ubud (7 km). Guests appreciate the attentive staff and excellent service. Solo travellers particularly like the location — they rated it 8.8 for a one-person stay.",9.1,741.0,4.0
21,RV Hotel Gianyar,Gianyar,384453,https://www.booking.com/hotel/id/rv-kutuskutus.en-gb.html?label=gen173nr-10CAEoggI46AdIM1gEaGiIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AsPk9cQGwAIB0gIkZjAzODQyMmMtYTE1Zi00MDJiLTk4YTQtZGMyYjkyNmRjZmE32AIB4AIB&sid=ac81507b73df4bb67ba0d6a194114c67&aid=304142&ucfs=1&arphpl=1&checkin=2025-08-30&checkout=2025-08-31&dest_id=835&dest_type=region&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&nflt=ht_id%3D204%3Bht_id%3D213&srpvid=ab302af6159c052e&srepoch=1755151802&all_sr_blocks=1045986701_0_1_0_0&highlighted_blocks=1045986701_0_1_0_0&matching_block_id=1045986701_0_1_0_0&sr_pri_blocks=1045986701_0_1_0_0__38445316&from=searchresults,"Comfortable Accommodations: Rooms feature air-conditioning, balconies with city or mountain views, private bathrooms, and modern amenities including free WiFi, flat-screen TVs, and work desks. Dining and Leisure: The hotel offers a rooftop swimming pool, lush garden, terrace, and a family-friendly restaurant serving Indonesian, American, pizza, Asian, and barbecue grill cuisines. Guests can also enjoy a bar and pool bar. Convenient Location: Located in Gianyar, the hotel is 34 km from Ngurah Rai International Airport. Nearby attractions include Goa Gajah (4 km), Tegenungan Waterfall (6 km), and Ubud Palace (12 km). Free on-site private parking is available.",8.0,87.0,4.0
22,The Bale Nusa Dua by LifestyleRetreats,Nusa Dua,7205177,https://www.booking.com/hotel/id/the-bale.en-gb.html?label=gen173nr-10CAEoggI46AdIM1gEaGiIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AsPk9cQGwAIB0gIkZjAzODQyMmMtYTE1Zi00MDJiLTk4YTQtZGMyYjkyNmRjZmE32AIB4AIB&sid=ac81507b73df4bb67ba0d6a194114c67&aid=304142&ucfs=1&arphpl=1&checkin=2025-08-30&checkout=2025-08-31&dest_id=835&dest_type=region&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&nflt=ht_id%3D204%3Bht_id%3D213&srpvid=ab302af6159c052e&srepoch=1755151802&all_sr_blocks=4565201_0_1_1_0&highlighted_blocks=4565201_0_1_1_0&matching_block_id=4565201_0_1_1_0&sr_pri_blocks=4565201_0_1_1_0__720517685&from_sustainable_property_sr=1&from=searchresults,"Experience world-class service at The Bale Nusa Dua by LifestyleRetreats Reliable info:Guests say the description and photos for this property are very accurate. Adults only luxury resort, The Bale Nusa Dua by LifestyleRetreats in Nusa Dua, presents exclusive villas with private pools and plush day beds. Free Wi-Fi, 2-way airport shuttle service and 24-hour butler services are provided. A 5-minute drive from Bali Collection Nusa Dua, The Bale Nusa Dua by LifestyleRetreats is a 10-minute drive from Bumbu Bali Restaurant and a 15-minute drive from Bali's Ngurah Rai International Airport. Exceptionally spacious and fully air conditioned, villas feature flat-screen TV and MP3 player. Each villa's poolside pavilion come with a large day bed where guests may enjoy ocean breezes and a massage. The Bale Nusa Dua by LifestyleRetreats's spa features a relaxing menu of body and face treatments, while the well-equipped fitness centre ensures a refreshing workout. The resort also provides private yoga rooms and a quiet library. Faces Restaurant has an open kitchen serving delicious Continental fare, while delicious organic cuisine is available at Bliss Restaurant. The poolside Fluid Bar & Lounge provides a casual setting to enjoy drinks, and Tapa Bistro serves cocktails and tapas-style dishes from around the world. Solo travellers particularly like the location — they rated it 8.7 for a one-person stay.",9.4,380.0,5.0
23,Seven Dreams A Pramana Experience,Nusa Penida,3769293,https://www.booking.com/hotel/id/seven-dreams-a-pramana-experience.en-gb.html?label=gen173nr-10CAEoggI46AdIM1gEaGiIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AsPk9cQGwAIB0gIkZjAzODQyMmMtYTE1Zi00MDJiLTk4YTQtZGMyYjkyNmRjZmE32AIB4AIB&sid=ac81507b73df4bb67ba0d6a194114c67&aid=304142&ucfs=1&arphpl=1&checkin=2025-08-30&checkout=2025-08-31&dest_id=835&dest_type=region&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&nflt=ht_id%3D204%3Bht_id%3D213&srpvid=ab302af6159c052e&srepoch=1755151802&all_sr_blocks=1400174401_411873674_0_41_0_1152591&highlighted_blocks=1400174401_411873674_0_41_0_1152591&matching_block_id=1400174401_411873674_0_41_0_1152591&sr_pri_blocks=1400174401_411873674_0_41_0_1152591_376929300&from=searchresults,"Experience world-class service at Seven Dreams A Pramana Experience Prime Beachfront Location: Seven Dreams A Pramana Experience in Nusa Penida offers a private beach area and beachfront access. Guests enjoy stunning sea views and direct beachfront access. Exceptional Facilities: The resort features a swimming pool with a view, sun terrace, and lush gardens. Spa facilities provide relaxation, while the fitness room and yoga classes enhance wellness. Free WiFi is available throughout the property. Comfortable Accommodations: Rooms include air-conditioning, private bathrooms, and modern amenities. Family rooms and ground-floor units offer sea views and private balconies. Additional amenities include a pool bar, restaurant, and free on-site parking. Dining Experience: The family-friendly restaurant serves Indonesian, American, Italian, Asian, and international cuisines. Breakfast options include continental, American, and local specialities. The bar offers a variety of cocktails in a romantic setting.",9.4,87.0,5.0
